"ID","alcohol","category","country","description","designation","price","rating","region","subregion","subsubregion","title","url","varietal","vintage","winery"
"44727","19.3","Dessert","South Africa","Like the Full Ruby Port, this was bottled in 2003. Simple notes of tobacco, leather, citrus oil and apricot do well to overpower the hint of bitterness at the backpalate. A coating of caramel completes the package.","Full Tawny Port","9","87","Western Cape",NULL,NULL,"KWV NV Full Tawny Port Port (Western Cape)","https://www.winemag.com/buying-guide/kwv-nv-full-tawny-port-port-blend-port-western-cape/","Port",NULL,"KWV"
"44837",NULL,"Dessert","Australia","I regret that I didn't rate this wine a point or two higher when I reviewed it for the February 2003 issue. Since last winter, I've purchased nearly a case of it. It's smooth and warming, with lovely nut, beef and butterscotch flavors. I know what you're thinking: At $17, is it really such a value? Quality Port, my friends, doesn't come cheap. And when was the last time you had one from Australia?","Antique Tawny","17","89","South Australia","Barossa Valley",NULL,"Yalumba NV Antique Tawny Port (Barossa Valley)","https://www.winemag.com/buying-guide/yalumba-nv-antique-tawny-port-barossa-valley-31153/","Port",NULL,"Yalumba"
"44858","15","Dessert","US","“Elysium” in Greek mythology is the afterlife of perfect bliss, and it's not hard to imagine this as its house pour. It is sweet—but not shockingly so—with blackberry, orange, vanilla and chocolate flavors, and a richly smooth mouthfeel. If you're treating yourself to something chocolaty, especially if it has oranges or strawberries, this will be a seductive companion.","Elysium","10","89","California","California Other","California","Quady 2001 Elysium Black Muscat (California)","https://www.winemag.com/buying-guide/quady-2001-elysium-muscat-black-other/","Black Muscat","2001","Quady"
"46043",NULL,"Dessert","US",NULL,"Late Harvest White Wine","36","92","California","Central Coast","Santa Lucia Highlands","Mer Soleil 2000 Late Harvest White Wine White (Santa Lucia Highlands)","https://www.winemag.com/buying-guide/mer-soleil-2000-late-harvest-white-wine-central-coast-santa-lucia-highlands/","White Blend","2000","Mer Soleil"
"46056",NULL,"Dessert","US","From one of the pioneering families of this endangered appellation in greater L.A., a true old-style California Port. Smells rich and inviting, with true Port character, and drinks full, lush and rich in the mouth. Hard to exaggerrate how delicious and fine this sweet wine is. Enjoy with your best chocolate dessert, or on its own. Editors' Choice.","Old Vines Zinfandel Port","20","93","California","South Coast","Cucamonga Valley","Galleano 2000 Old Vines Zinfandel Port Zinfandel (Cucamonga Valley)","https://www.winemag.com/buying-guide/galleano-2000-old-vines-zinfandel-port-south-coast-cucamonga-valley/","Zinfandel","2000","Galleano"
"46233","13","Dessert","France","A Grenache, Syrah, Mourvèdre blend that has good points, like its hickory nose, tight structure and decent country fruit but also some weak notes like saucy flavors, heavy tannins and a grapy, grippy feel. It's the type of wine that you want to be very good but which isn't quite up to it.","Rouge","20","84","Languedoc-Roussillon","Collioure",NULL,"Les Clos de Paulilles 2000 Rouge Red (Collioure)","https://www.winemag.com/buying-guide/clos-paulilles-2000-rouge-red-collioure/","Red Blend","2000","Les Clos de Paulilles"
"46544","12.4","Dessert","US","Smells rich and decadent, with aromas of orange marmalade and honey, but still maintains refreshing touches of citrus and pineapple throughout. It's thick and rich in the mouth, and finishes long, with excellent balance. This can easily compete with Canadian ice wines.","Ice","32","90","New York","Finger Lakes","Finger Lakes","Standing Stone 2001 Ice Riesling (Finger Lakes)","https://www.winemag.com/buying-guide/standing-stone-2001-ice-riesling-finger-lakes/","Riesling","2001","Standing Stone"
"46745","11","Dessert","US",NULL,"Estate Bottled - Ice Wine","30","84","New York","Finger Lakes","Finger Lakes","Wagner 2000 Estate Bottled - Ice Wine Riesling (Finger Lakes)","https://www.winemag.com/buying-guide/wagner-2000-estate-bottled-ice-wine-riesling-finger-lakes/","Riesling","2000","Wagner"
"46787",NULL,"Dessert","US","A plummy, semi-sweet dark red wine that could stand a bit of a chill in the fridge. It has a nice chocolatey edge that would be a good partner with dark chocolate desserts. Finishes clean and with good acidity.","Gallagher Ranch","18","85","California","California Other","California","Rosenblum 2001 Gallagher Ranch Black Muscat (California)","https://www.winemag.com/buying-guide/rosenblum-2001-gallagher-ranch-muscat-black-other/","Black Muscat","2001","Rosenblum"
"46877","10","Dessert","US","It's picked late, when the grapes are superripe, then winemaker Kip Bedell puts them in a freezer prior to crush to further concentrate the resulting must. The result is a thick, gooey, unctuous dessert wine with flavors of tangerines and honey. Yum.","Late Harvest Riesling","35","88","New York","Long Island","North Fork of Long Island","Bedell 2001 Late Harvest Riesling Riesling (North Fork of Long Island)","https://www.winemag.com/buying-guide/bedell-2001-late-harvest-riesling-long-island-north-fork/","Riesling","2001","Bedell"
"47526","12.5","Dessert","New Zealand","Piny and minty, which combine to give the pineapple fruit a decidedly medicinal edge. It's lightly sweet, balanced by healthy acidity, so might work well with herb-scented desserts, like lavender sorbet.","Falcon Vineyard - Late Harvest","17","83","Marlborough",NULL,NULL,"Lake Chalice 2001 Falcon Vineyard - Late Harvest Riesling (Marlborough)","https://www.winemag.com/buying-guide/lake-chalice-2001-falcon-vineyard-late-harvest-riesling-marlborough/","Riesling","2001","Lake Chalice"
"47537",NULL,"Dessert","US","Glugs out of the bottle as thick as mineral oil, a hint to the viscous texture. Don't chill this too much, because it will stun the intensely rich botrytis and apricot preserves aromas, with their edge of wild honey and cinnamon. The ultimate impression is in the mouth, where the apricot and pear tart flavors drink like a nectary syrup, but are relieved with vibrant acids. Not super-sweet, and fairly low in alcohol, this is a beautiful, delicious dessert wine.","Costello T.B.A.","65","95","California","Central Coast","Edna Valley","Alban 2000 Costello T.B.A. Viognier (Edna Valley)","https://www.winemag.com/buying-guide/alban-2000-costello-tba-viognier-central-coast-edna-valley/","Viognier","2000","Alban"
"47816",NULL,"Dessert","US","An intensely sweet wine, with an amazing residual sugar level of 18.7 percent. Sweetness covers a multitude of sins. This wine has flavors of apricots and peaches and is clean, with good acids. It has no particular complexity but is delicious anyway.","Late Harvest","35","88","California","Mendocino County","Redwood Valley","Lolonis 1997 Late Harvest Chardonnay (Redwood Valley)","https://www.winemag.com/buying-guide/lolonis-1997-late-harvest-chardonnay-mendocino-lake-counties-redwood-valley/","Chardonnay","1997","Lolonis"
"47828","20","Dessert","US","An eccentric late harvest Chardonnay with some interesting qualities. Underlying flavors of peaches, but sweetness and perhaps a touch of botrytis add apicot notes. There's also a taste like fine espresso sweetened with a teaspoon or two of cane sugar. Excellent acidity keeps things lively.","Chardonnay del Sol","25","88","California","Central Coast","Livermore Valley","Cedar Mountain 1998 Chardonnay del Sol Chardonnay (Livermore Valley)","https://www.winemag.com/buying-guide/cedar-mountain-1998-chardonnay-sol-central-coast-livermore-valley/","Chardonnay","1998","Cedar Mountain"
"47905","13","Dessert","Italy","A bit brown but not necessarily in decline. The leather and soy aromas are a departure from some of its inky, rich brethren, while the palate offers dates, cinnamon and cooked brown sugar. Very nuanced and complex.","Campo Fiorato","20","87","Veneto","Recioto di Soave",NULL,"Tommasi 1997 Campo Fiorato  (Recioto di Soave)","https://www.winemag.com/buying-guide/tommasi-1997-campo-fiorato-red-recioto-soave/","Red Blend","1997","Tommasi"
"47979","19","Dessert","Australia","Ferrari claims that this “Port” is good chilled, in shot glasses, and served alongside crème brûlée—and we'd be hard pressed to disagree, though it'd probably be just as nice next to a roaring fire on a cold winter night. The wine is aged in 60-gallon hogsheads, which give it a buttery, butterscotchy quality. It's warming and smooth, like a Bourbon-meets-Port love child.","Antique Tawny","17","89","South Australia","Barossa Valley",NULL,"Yalumba NV Antique Tawny Port (Barossa Valley)","https://www.winemag.com/buying-guide/yalumba-nv-antique-tawny-port-blend-port-barossa-valley/","Port",NULL,"Yalumba"
"48148",NULL,"Dessert","Spain","Made, according to Fernando Chivite, “in the Barsac way of winemaking,” this Muscat is at once seductive and restrained. It's viscous, but is the farthest thing from syrupy; its honeysuckle, jasmine, beeswax and sugarcane flavors are as close as you'll get to ambrosia for a long time to come.","Colección 125 Vendimia Tardía","35","91","Northern Spain","Navarra",NULL,"Bodegas Julián Chivite 2000 Colección 125 Vendimia Tardía Muscat (Navarra)","https://www.winemag.com/buying-guide/bodegas-julian-chivite-2000-coleccion-125-vendimia-tardia-muscat-navarra/","Muscat","2000","Bodegas Julián Chivite"
"48232","13","Dessert","Italy","Heavy and browning, with aromas and flavors that are raisiny. The finish is like spiced tea, and the tannins are soft. If you enjoy the essence of raisins, this wine has potential. Not as fresh as the others.","La Piccola Botte","31","85","Veneto","Recioto della Valpolicella Classico",NULL,"Fratelli Giuliari 1998 La Piccola Botte  (Recioto della Valpolicella Classico)","https://www.winemag.com/buying-guide/fratelli-giuliari-1998-piccola-botte-red-recioto-della-valpolicella-classico/","Red Blend","1998","Fratelli Giuliari"
"48293","8.5","Dessert","Argentina","Fresh and light, with pineapple aromas and some citrus zest. The palate is lithe, pretty and packed with spicy peach and pear flavors. The finish comes in layers. This is one of Argentina's best Torrontés. —M.S.","Tardio - Late Harvest","12","86","Mendoza Province","Mendoza",NULL,"Santa Julia 2001 Tardio - Late Harvest Torrontés (Mendoza)","https://www.winemag.com/buying-guide/santa-julia-2001-tardio-late-harvest-torrontes-mendoza/","Torrontés","2001","Santa Julia"
"48505",NULL,"Dessert","US","Sweet going here, with honeyed flavors of peaches and pears that are delicious in themselves. Yet there's a burn to the finish and a certain one dimensionality. Best with a rich, decadent dessert.","Late Harvest Ripkin Ranch","22","86","California","Central Valley","Lodi","Rosenblum 2000 Late Harvest Ripkin Ranch Viognier (Lodi)","https://www.winemag.com/buying-guide/rosenblum-2000-late-harvest-ripkin-ranch-viognier-central-valley-lodi/","Viognier","2000","Rosenblum"
"48507","12.5","Dessert","Italy","This late-harvest Muscat is made much like a Sauternes, using botrytized grapes and small oak barrels. Honeyed apricot and orange flavors are not overly sweet, while a toasted grain note on the finish suggests pairing with seared foie gras or grilled fruit.","Muscatel Tardi","40","86","Piedmont","Piedmont",NULL,"Beni di Batasiolo 2000 Muscatel Tardi Moscato (Piedmont)","https://www.winemag.com/buying-guide/beni-batasiolo-2000-muscatel-tardi-muscat-moscato-piedmont/","Moscato","2000","Beni di Batasiolo"
"48569",NULL,"Dessert","Spain","Clos d L'Obac's dessert wine is the perfect Spanish take on recioto d'Italia. Aromas of licorice, dried cheese, balsamic vinegar and tight-grained oak create a complex bouquet, and the palate doesn't disappoint. Cinnamon and clove notes dress up the raisiny fruit, and later on there's anisette and leather. Best with an aged cheese after dinner.","Dolç de L'Obac","100","91","Catalonia","Priorat",NULL,"Clos de L'Obac 2000 Dolç de L'Obac Red (Priorat)","https://www.winemag.com/buying-guide/clos-lobac-2000-dolc-red-priorat/","Red Blend","2000","Clos de L'Obac"
"48595",NULL,"Dessert","Germany","The beauty of this wine stunning wine is its intensity. Rich layers of botrytis pile on top of each other, with flavors of orange marmalade and piercing, balancing acidity. The pleasure also is that it has a great lightness of touch. —R.V.   Auslese","Bernkasteler Badstube Beerenauslese","115","92","Mosel-Saar-Ruwer",NULL,NULL,"Dr. Pauly Bergweiler 2001 Bernkasteler Badstube Beerenauslese Riesling (Mosel-Saar-Ruwer)","https://www.winemag.com/buying-guide/dr-pauly-bergweiler-2001-bernkasteler-badstube-beerenauslese-riesling-mosel-saar-ruwer/","Riesling","2001","Dr. Pauly Bergweiler"
"48601",NULL,"Dessert","Germany","The wine has a sweet honeyed nose with a fragrance of tea roses. The fresh, sweet combines great acidity with a layer of soft honey, finishing with flavors of fresh ripe apricots. —R.V.","Wehlener Sonnenuhr Goldkapsel Auslese","33","92","Mosel-Saar-Ruwer",NULL,NULL,"Dr. Loosen 2001 Wehlener Sonnenuhr Goldkapsel Auslese Riesling (Mosel-Saar-Ruwer)","https://www.winemag.com/buying-guide/dr-loosen-2001-wehlener-sonnenuhr-goldkapsel-auslese-riesling-mosel-saar-ruwer/","Riesling","2001","Dr. Loosen"
"48612",NULL,"Dessert","Germany","Dr. Loosen is one of the great estates of Germany, able to produce wonderfully expressive wines. Here is a hugely sweet wine, delicate and fresh, with flavors of maple syrup and mangoes. Enormously complex wine in flavor, but there is nothing—a mere 6.5%—in alcohol. —R.V.","Erdener Treppchen Eiswein","200","94","Mosel-Saar-Ruwer",NULL,NULL,"Dr. Loosen 2001 Erdener Treppchen Eiswein Riesling (Mosel-Saar-Ruwer)","https://www.winemag.com/buying-guide/dr-loosen-2001-erdener-treppchen-eiswein-riesling-mosel-saar-ruwer/","Riesling","2001","Dr. Loosen"
"48996",NULL,"Dessert","Germany","This is typical of the lighter style of Schloss Vollrads' sweet wines. It has as much dryness and acidity as sweetness, with flavors of quince and white figs. The delicate wine leaves a crisp, fresh aftertaste. —R.V.","Eiswein","119","90","Rheingau",NULL,NULL,"Schloss Vollrads 2001 Eiswein Riesling (Rheingau)","https://www.winemag.com/buying-guide/schloss-vollrads-2001-eiswein-riesling-rheingau/","Riesling","2001","Schloss Vollrads"
"49393","10","Dessert","US","A lush, sweet blend of honey, apricot, citrus, kumquat, spice and vanilla notes. Viscous and rich on the palate, the wine makes a very satisfying dessert or dessert accompaniment. -J.M.",NULL,"22","89","Virginia","Virginia",NULL,"Linden 2000 Vidal Blanc (Virginia)","https://www.winemag.com/buying-guide/linden-2000-other-white-vidal-blanc-virginia/","Vidal Blanc","2000","Linden"
"49754","7","Dessert","Italy","Distinct notes of cranberry and raspberry on the nose and palate are accented by wisps of toast and rolled oats. The acidity is elegantly wrapped in juicy fruit. As in previous vintages, this is a clean, classic and delicious treat. —K.F.","Rosa Regale","23","87","Piedmont","Brachetto d'Acqui",NULL,"Vigne Regali 2001 Rosa Regale  (Brachetto d'Acqui)","https://www.winemag.com/buying-guide/vigne-regali-2001-rosa-regale-italian-red-brachetto-brachetto-dacqui/","Brachetto","2001","Vigne Regali"
"50107","14.2","Dessert","US","Made since the 1970s, and always at the top rung of California dessert wines. The cool vintage actually aided the wine, since it prodded the development of botrytis. Elaborate and unctuous, the apricot and peach flavors are very sweet, but crisp acidity provides balance. The texture is pure velvet, right through the long, sweet finish.","Nightingale","30","94","California","Napa","Napa Valley","Beringer 1998 Nightingale Semillon-Sauvignon Blanc (Napa Valley)","https://www.winemag.com/buying-guide/beringer-1998-nightingale-white-blend-semillon-sauvignon-blanc-napa-valley/","Semillon-Sauvignon Blanc","1998","Beringer"
"50109","12","Dessert","Australia","Hedonistic and delicious, this richly textured wine offers a seductive blend of apricot, peach, cinnamon, vanilla, Mandarin orange and honey flavors. Thick and full on the finish.","Botrytis","25","92","Australia Other","Australia",NULL,"James Estate 1995 Botrytis Semillon (Australia)","https://www.winemag.com/buying-guide/james-estate-1995-botrytis-semillon-semillon-other/","Sémillon","1995","James Estate"
"50173",NULL,"Dessert","US","You'll think of peaches, apples and nectarines when you sip this wine, and Moscato d'Asti, too, because of the effervescence. That prickly, acidic mouthfeel is pleasant and clean, and carries the semisweet fruit through the long finish.",NULL,"16","89","California","California Other","California","V. Sattui 2001 Muscat (California)","https://www.winemag.com/buying-guide/v-sattui-2001-muscat-other/","Muscat","2001","V. Sattui"
"50201","12","Dessert","Chile","Peach, pear and apricot aromas lead off, with honeyed, toast and peach flavors on the palate. This Chilean offering is long and lush at the end.","Late Harvest","15","89","Maule Valley",NULL,NULL,"Concha y Toro 1999 Late Harvest Sauvignon Blanc (Maule Valley)","https://www.winemag.com/buying-guide/concha-toro-1999-late-harvest-sauvignon-blanc-maule-valley/","Sauvignon Blanc","1999","Concha y Toro"
"50205",NULL,"Dessert","Italy","This dessert wine, made from Fiano grapes, is bursting with honeyed apricot and lychee aromas. The flavors turn simpler, leaning toward ripe peaches and corn syrup. It's a soft, luscious wine that fades a bit on the finish but would make a killer pairing with Gorgonzola dolce.","Privilegio","55","90","Southern Italy","Irpinia",NULL,"Feudi di San Gregorio 1999 Privilegio Fiano (Irpinia)","https://www.winemag.com/buying-guide/feudi-san-gregorio-1999-privilegio-italian-white-fiano-irpinia/","Fiano","1999","Feudi di San Gregorio"
"50215",NULL,"Dessert","US","Needs the right atmosphere to be appreciated, but this is a fine, sweet sip. Starts with aromas of warm pecan pie and dark honey that make the mouth water, and doesn't disappoint with its rich crème brûlée and white chocolate flavors. Sweet, but not shockingly so, the wine has the acids to balance.","Madeira","29","90","California","California Other","California","V. Sattui NV Madeira Zinfandel (California)","https://www.winemag.com/buying-guide/v-sattui-nv-madeira-zinfandel-other/","Zinfandel",NULL,"V. Sattui"
"50227","10.5","Dessert","US","They let a few rows of Muscat Canelli raisin up under the blazing September sun, and here's the result. Intensely sweet, like an apricot tart drizzled with clover honey. Fortunately, high acidity sets it off nicely. Clean, vibrant and a dessert in itself.","Tears of Dew - Late Harvest","20","90","California","Central Coast","Paso Robles","EOS 2000 Tears of Dew - Late Harvest Moscato (Paso Robles)","https://www.winemag.com/buying-guide/eos-2000-tears-dew-late-harvest-muscat-moscato-central-coast-paso-robles/","Moscato","2000","EOS"
"50233","10.5","Dessert","Australia","Well balanced, smooth, sweet and blessed with just the right touch of acidity, this honeyed wine also has a fine blend of orange, peach, melon, spice and citrus flavors. Fresh at the end.","Tintara - Botrytis","17","90","Australia Other","South Eastern Australia",NULL,"Hardys 2000 Tintara - Botrytis Semillon (South Eastern Australia)","https://www.winemag.com/buying-guide/hardys-2000-tintara-botrytis-semillon-semillon-south-eastern/","Sémillon","2000","Hardys"
"50240","14","Dessert","US","Quite honey-like, with a strong apricot component. Lush, rich and velvety on the palate. The wine is intense and focused, and long on the finish.","Essencia","35","90","New York","Long Island","North Fork of Long Island","Macari 2000 Essencia White (North Fork of Long Island)","https://www.winemag.com/buying-guide/macari-2000-essencia-white-long-island-north-fork/","White Blend","2000","Macari"
"50260","9.5","Dessert","US","Thick, viscous—almost oily—and so rich it makes a fine dessert on its own. The wine offers lush peach, apricot, vanilla, spice, tangerine and toast flavors, finishing long.","Frost - Glacon du Raison","31","91","California","Mendocino County","Mendocino","Folie à Deux 1999 Frost - Glacon du Raison Gewürztraminer (Mendocino)","https://www.winemag.com/buying-guide/folie-a-deux-1999-frost-glacon-raison-gewurztraminer-mendocino-lake-counties-mendocino/","Gewürztraminer","1999","Folie à Deux"
"50267",NULL,"Dessert","Australia","Lushly textured, with a heady blend of citrus and apricot notes that pair wonderfully. Honey, peach, toast and herbs add character. The finish is long and velvety. A classy dessert.","Golden Mist - Boytrytis","18","91","New South Wales","Riverina",NULL,"Three Bridges 1999 Golden Mist - Boytrytis Semillon (Riverina)","https://www.winemag.com/buying-guide/three-bridges-1999-golden-mist-boytrytis-semillon-semillon-riverina/","Sémillon","1999","Three Bridges"
"50273","13.8","Dessert","US","Viscous and silky, with loads of apricot, mandarin orange, spice, apple, citrus and herb flavors. Sweet and lush, yet long and bright on the finish. Who needs dessert with a wine like this?","Late Harvest","30","92","California","Central Coast","Santa Ynez Valley","Santa Barbara Winery 1998 Late Harvest Sauvignon Blanc (Santa Ynez Valley)","https://www.winemag.com/buying-guide/santa-barbara-winery-1998-late-harvest-sauvignon-blanc-central-coast-santa-ynez-valley/","Sauvignon Blanc","1998","Santa Barbara Winery"
"50276","9","Dessert","Canada","Absolutely luscious, rich, viscous and full-on, with apricot, peach, caramel crème brûlée flavors at the center. Good acidity leaves a freshness on the finish, with lengthy hints of honey and vanilla.","Proprietor's Grand Reserve Ice Wine","60","92","British Columbia","Okanagan Valley",NULL,"Jackson-Triggs 1998 Proprietor's Grand Reserve Ice Wine Riesling (Okanagan Valley)","https://www.winemag.com/buying-guide/jackson-triggs-1998-proprietors-grand-reserve-ice-wine-riesling-okanagan-valley/","Riesling","1998","Jackson-Triggs"
"50290","13.6","Dessert","US","Opens with a blast of apricot, lemon mousse, vanilla, butterscotch and smoky cinnamon aromas, and then really takes off in the mouth. It's dessert in a glass, liquid peach cobbler drizzled with honey and vanilla syrup. Very sweet, with 12 percent residual sugar, but a firm spine of acidity provides balance. An unusual blend of Chardonnay, Riesling and Sauvignon Blanc. The alcohol level is 13.6%.","Violetta - Late Harvest","50","93","California","Napa","Napa Valley","Grgich Hills 2000 Violetta - Late Harvest White (Napa Valley)","https://www.winemag.com/buying-guide/grgich-hills-2000-violetta-late-harvest-white-napa-valley/","White Blend","2000","Grgich Hills"
"50293","12","Dessert","US","There is something “sublime” in the intensely apricoty, orange blossom and honeyed aromas and rich, decadent flavors. Make no mistake, this is a very sweet wine, but beautifully balanced by crisp acids. A noble dessert wine, and fairly priced for this quality.","Cuvee Sublime","20","93","California","Central Coast","Santa Barbara County","Babcock 2001 Cuvee Sublime Gewürztraminer (Santa Barbara County)","https://www.winemag.com/buying-guide/babcock-2001-cuvee-sublime-gewurztraminer-central-coast-santa-barbara-county/","Gewürztraminer","2001","Babcock"
"50301","10.5","Dessert","New Zealand","Simply gorgeous. This honeyed, apricot-laden, rich, plush dessert wine is balanced by zippy acidity and leaves the palate fresh, clean and satiated. Peach, orange and nectarine flavors add interest. Complex.","Reserve Botrytised","24","93","Marlborough",NULL,NULL,"Wairau River 1999 Reserve Botrytised Riesling (Marlborough)","https://www.winemag.com/buying-guide/wairau-river-1999-reserve-botrytised-riesling-marlborough/","Riesling","1999","Wairau River"
"50304","17.5","Dessert","Australia","This wine is so intensely textured and flavored, you've got to brace yourself. Packed with ultra sweet honey, peach, dried apricot, toast, walnut, coffee, caramel, licorice and sesame notes, it holds onto the palate with bright acidity and length. Massive.","Rutherglen","10","94","Victoria","Rutherglen",NULL,"Campbells NV Rutherglen Muscat (Rutherglen)","https://www.winemag.com/buying-guide/campbells-nv-rutherglen-muscat-rutherglen/","Muscat",NULL,"Campbells"
"50309",NULL,"Dessert","US","Extraordinarily sweet and concentrated, coating the mouth with sugar and honey and the distinctive apricot flavor of botrytis. The underlying fruit flavors veer toward mangoes and papaya, although high acidity makes for a citrusy undercurrent. It's not just rich, it's elegant.","Botrytis","25","95","California","Napa","Napa Valley","Voss 2000 Botrytis White (Napa Valley)","https://www.winemag.com/buying-guide/voss-2000-botrytis-white-napa-valley/","White Blend","2000","Voss"
"50460","10","Dessert","US","Bright lemon and honey notes are at the core of this spicy wine. It moves on to reveal some peach and apple at the end. Enjoyable but lacking balance.","Late Harvest","20","84","California","California Other","California","Kendall-Jackson 2000 Late Harvest Riesling (California)","https://www.winemag.com/buying-guide/kendall-jackson-2000-late-harvest-riesling-other/","Riesling","2000","Kendall-Jackson"
"50516","15.5","Dessert","US","A pleasant, sweet wine, with moderate body and nutty, spicy, melon and peach notes. A bit more acidity would provide needed focus.","Dessert Wine","35","85","California","Napa","Napa Valley","Mendelson 1999 Dessert Wine Pinot Gris (Napa Valley)","https://www.winemag.com/buying-guide/mendelson-1999-dessert-wine-pinot-grigio-gris-gris-napa-valley/","Pinot Gris","1999","Mendelson"
"50565","12.9","Dessert","US","Pretty and sweet, with citrus and herb notes at the fore. A hint of woodiness shows through, though, followed by apricot and peach flavors.","IceWine","25","86","Rhode Island","Southeastern New England",NULL,"Sakonnet 1999 IceWine Vidal Blanc (Southeastern New England)","https://www.winemag.com/buying-guide/sakonnet-1999-icewine-other-white-vidal-blanc-southeastern-new-england/","Vidal Blanc","1999","Sakonnet"
"50570","12","Dessert","US","Fragrant with peach and floral notes, the wine offers a light texture with hints of honey, herb and apricot on the finish.","Isabella Late Harvest","16","86","California","Central Valley","Clarksburg","Wilson 2001 Isabella Late Harvest Chenin Blanc (Clarksburg)","https://www.winemag.com/buying-guide/wilson-2001-isabella-late-harvest-chenin-blanc-central-valley-clarksburg/","Chenin Blanc","2001","Wilson"
"50572","18","Dessert","US","Port-like, with dried cherry, prune, toast, licorice, coffee and chocolate flavors. Somewhat sweet and bright.","LBV Port Style","18","86","Oregon","Oregon Other","Oregon","Eola Hills 1998 LBV Port Style Cabernet Sauvignon (Oregon)","https://www.winemag.com/buying-guide/eola-hills-1998-lbv-port-style-cabernet-sauvignon-other/","Cabernet Sauvignon","1998","Eola Hills"
"50607","8.4","Dessert","US","Not quite as rich and viscous as one would expect from a dessert wine. It nonetheless serves up a fine blend of melon, peach, spice, ginger and citrus notes.","Select Late Harvest","28","87","California","Sonoma","Russian River Valley","Artesa 1999 Select Late Harvest Gewürztraminer (Russian River Valley)","https://www.winemag.com/buying-guide/artesa-1999-select-late-harvest-gewurztraminer-sonoma-russian-river-valley/","Gewürztraminer","1999","Artesa"
"50608","14.1","Dessert","US","Spice and mineral notes frame a honey-like core in this zingy dessert wine. The finish has a menthol kick.",NULL,"35","87","California","Mendocino County","Mendocino County","Mendelson 1999 Muscat Canelli (Mendocino County)","https://www.winemag.com/buying-guide/mendelson-1999-muscat-canelli-mendocino-lake-counties-county/","Muscat Canelli","1999","Mendelson"
"50621",NULL,"Dessert","US","A nice, clean dessert wine, with tangerine, cinnamon and vanilla aromas and flavors. It's very fruity, lip-smacking and sweet, but not that sweet. The creamy smooth mouthfeel is really nice.","Orange Muscat","12","87","California","Sierra Foothills","Shenandoah Valley (CA)","Renwood 2001 Orange Muscat Muscat (Shenandoah Valley (CA))","https://www.winemag.com/buying-guide/renwood-2001-orange-muscat-sierra-foothills-shenandoah-valley-ca/","Muscat","2001","Renwood"
"50631","12.5","Dessert","US","Spicy and richly honeyed, but also sporting a serious jolt of bright acidity, the wine offers a lush textured, sweet edged blend of peach, orange and a hint of banana at the end.","Late Harvest Reserve","19","88","California","Mendocino County","Mendocino","Geyser Peak 2000 Late Harvest Reserve Riesling (Mendocino)","https://www.winemag.com/buying-guide/geyser-peak-2000-late-harvest-reserve-riesling-mendocino-lake-counties-mendocino/","Riesling","2000","Geyser Peak"
"50633",NULL,"Dessert","US","Like a good cream Sherry, a whitish-yellow wine with orange muscat, apricot, toffee and vanilla-custard flavors and a strong, spicy finish. It's very sweet, not shockingly so, but pretty rich. Try with vanilla ice cream.","Angelica","22","88","California","California Other","California","V. Sattui NV Angelica Muscat (California)","https://www.winemag.com/buying-guide/v-sattui-nv-angelica-muscat-other/","Muscat",NULL,"V. Sattui"
"50634","11.4","Dessert","US","Honeyed and lush, with hints of apricot, apple, citrus and peach. Rich and full on the palate.","Ciel","26","88","New York","Long Island","North Fork of Long Island","Martha Clara 2000 Ciel White (North Fork of Long Island)","https://www.winemag.com/buying-guide/martha-clara-2000-ciel-white-long-island-north-fork/","White Blend","2000","Martha Clara"
"50713",NULL,"Dessert","Austria","Very rich and sweet, with toasty elements and some spice. This Chardonnay is an exotic wine, with cinnamon flavors as well as sweetness. Just lacks the extra edge of acidity to give it distinction.","TBA","35","89","Neusiedlersee",NULL,NULL,"Helmut Lang 1999 TBA Chardonnay (Neusiedlersee)","https://www.winemag.com/buying-guide/helmut-lang-1999-tba-chardonnay-neusiedlersee/","Chardonnay","1999","Helmut Lang"
"50733",NULL,"Dessert","Austria","A wine that combines sweetness and elegance in balance. Spice and cinammon flavors give it an exotic perfumed appeal, while the crispness leaves a refreshing feel in the mouth.","Weisser Schilfmandl Muskat Ottonel","50","90","Burgenland",NULL,NULL,"Willi Opitz 1998 Weisser Schilfmandl Muskat Ottonel Muscat (Burgenland)","https://www.winemag.com/buying-guide/willi-opitz-1998-weisser-schilfmandl-muskat-ottonel-muscat-burgenland/","Muscat","1998","Willi Opitz"
"50737",NULL,"Dessert","Austria","The aromas of this wine are dominated by rich spice, like Turkish Delight. The palate is soft and unctuous, with big spice flavors and a layer of dryness. This is an unusual wine, with rich spice rather than sweetness.","Beerenauslese","35","90","Neusiedlersee",NULL,NULL,"Helmut Lang 1999 Beerenauslese Gewürztraminer (Neusiedlersee)","https://www.winemag.com/buying-guide/helmut-lang-1999-beerenauslese-gewurztraminer-neusiedlersee/","Gewürztraminer","1999","Helmut Lang"
